,title,grade,genre,people,genre2
456,시라노;연애 조작단,8.0,"멜로/로맨스, 코미디",2684798,로맨틱코미디
457,시실리 2km,7.99,"공포, 코미디",1263196,공포
458,시월애,9.23,"드라마, 멜로/로맨스",0,멜로/로맨스
459,식객,8.48,"드라마, 코미디",2965359,코미디
460,식객: 김치전쟁,7.19,드라마,462714,드라마
461,신과함께,8.63,"판타지, 드라마",12276350,판타지
462,신과함께-죄와 벌,8.73,"판타지, 드라마",14411775,판타지
463,신과함께-인과 연,8.63,"판타지, 드라마",12276350,판타지
464,신기전,8.28,"드라마, 액션, 전쟁",3728439,액션
465,신데렐라,6.61,"애니메이션, 판타지",284922,애니메이션
466,신라의 달밤,7.55,"코미디, 액션",0,코미디
467,신세계,8.92,"범죄, 드라마",4684571,범죄
468,신장 개업,7.59,"공포, 코미디",0,공포
469,신의 한 수,8.69,"범죄, 액션",2159081,범죄
470,실미도,8.54,"전쟁, 스릴러, 드라마",0,전쟁
471,실종,6.05,"범죄, 스릴러",644276,범죄
472,실종: 사라진 아내,10.0,"스릴러, 멜로/로맨스",185,스릴러
473,심야의 FM,6.84,"스릴러, 범죄",1208310,스릴러
474,싱글라이더,8.0,드라마,351276,드라마
475,싱글즈,8.11,"멜로/로맨스, 코미디",0,로맨틱코미디
476,싸울아비,3.29,멜로/로맨스,0,멜로/로맨스
477,싸움,6.04,"멜로/로맨스, 코미디",342119,로맨틱코미디
478,싸움의 기술,7.92,"코미디, 액션",1146463,코미디
479,싸이보그지만 괜찮아,5.12,"드라마, 멜로/로맨스",676538,멜로/로맨스
480,쌍화점,7.24,드라마,3749034,드라마
481,써니,9.11,"코미디, 드라마",7453715,코미디
482,썸머타임,5.38,멜로/로맨스,0,멜로/로맨스
483,쎄시봉,7.94,"멜로/로맨스, 드라마",1715370,멜로/로맨스
484,쏜다,7.74,"코미디, 액션, 드라마",328837,코미디
485,아가씨,7.69,"스릴러, 드라마",4288996,스릴러
486,아기와 나,7.91,"코미디, 가족",435940,코미디
487,아내가 결혼했다,5.07,"멜로/로맨스, 드라마",1799501,멜로/로맨스
488,아는 여자,9.12,코미디,736394,코미디
489,아들,7.86,드라마,452209,드라마
490,아라한 장풍대작전,8.11,"액션, 코미디, 판타지",810430,액션
491,아래층 여자와 윗층 남자,0.0,"코미디, 멜로/로맨스",0,로맨틱코미디
492,아리랑,9.77,1926.10.01. 개봉,0,1926.10.01. 개봉
493,아벤고 공수군단,0.0,전쟁,0,전쟁
494,아부의 왕,5.64,코미디,497880,코미디
495,아수라,6.54,"범죄, 액션",2594769,범죄
496,아이들…,7.88,범죄,1867849,범죄
497,아이 캔 스피크,9.23,드라마,3283470,드라마
498,아저씨,9.24,"액션, 범죄, 드라마",6178665,액션
499,아프리카,5.5,"드라마, 모험",0,드라마
500,아홉살 인생,9.08,드라마,85312,드라마
501,악녀,7.83,액션,1208081,액션
502,악마를 보았다,7.95,"범죄, 스릴러",1817069,범죄
503,악어,6.54,드라마,0,드라마
504,악의 연대기,8.22,"범죄, 스릴러",2192525,범죄
505,안녕 형아,8.28,"드라마, 가족",924019,드라마
506,안시성,8.63,액션,5441020,액션
507,알바트로스,6.94,"드라마, 액션, 전쟁",0,액션
508,알 포인트,8.76,"공포, 미스터리, 액션",1068362,공포
509,암살,9.1,"액션, 드라마",12706829,액션
510,애마부인,0.0,멜로/로맨스,0,멜로/로맨스
511,애자,8.75,"드라마, 코미디",1901731,코미디
512,앨리스 원더랜드에서 온 소년,8.28,"판타지, 공포",9323,판타지
513,앵무새 몸으로 울었다,7.55,"드라마, 멜로/로맨스",0,멜로/로맨스
514,어깨동무,8.04,코미디,119884,코미디
515,어린 신부,7.85,"멜로/로맨스, 코미디",991674,로맨틱코미디
516,얼굴,0.0,범죄,0,범죄
517,여감방,0.0,1973.12.25. 개봉,0,1973.12.25. 개봉
518,여고괴담 시리즈,0.0,공포,0,공포
519,여고괴담,0.0,공포,0,공포
520,여고괴담 두번째 이야기,9.57,공포,0,공포
521,여고괴담 3 - 여우 계단,6.7,"공포, 스릴러",0,"공포, 스릴러"
522,여고괴담 4 - 목소리,5.11,"공포, 스릴러",397327,"공포, 스릴러"
523,여고생 시집가기,3.15,코미디,57943,코미디
524,여곡성,5.0,"공포, 미스터리",67368,공포
525,여로(영화),0.0,드라마,0,드라마
526,여배우들,6.81,드라마,513405,드라마
527,여선생 VS 여제자,7.98,"코미디, 드라마",846683,코미디
528,여왕벌,0.0,멜로/로맨스,0,멜로/로맨스
529,여자들,0.0,"액션, 코미디",0,액션
530,여중생A,7.39,드라마,97986,드라마
531,역린,7.43,드라마,3849700,드라마
532,연가시,7.18,"드라마, 모험",4516063,드라마
533,연애의 목적,8.14,"멜로/로맨스, 드라마",1524898,멜로/로맨스
534,연애의 온도,8.0,멜로/로맨스,1865354,멜로/로맨스
535,연평해전,9.14,드라마,6045049,드라마
536,연풍연가,8.58,"멜로/로맨스, 드라마",0,멜로/로맨스
537,열정같은소리하고있네,7.96,드라마,654407,드라마
538,열한번째 엄마,7.95,드라마,337700,드라마
539,열한시,6.44,스릴러,870785,스릴러
540,염력,6.19,코미디,990111,코미디
541,엽기적인 그녀,5.55,"멜로/로맨스, 코미디",77118,로맨틱코미디
542,엽기적인 그녀 2,5.55,"멜로/로맨스, 코미디",77118,로맨틱코미디
543,예의없는 것들,7.3,"코미디, 액션, 느와르",782907,코미디
544,오감도,2.78,멜로/로맨스,438808,멜로/로맨스
545,오늘의 연애,7.78,"멜로/로맨스, 코미디",1892125,로맨틱코미디
546,오발탄,8.53,드라마,0,드라마
547,오빠생각,8.5,"드라마, 전쟁",1069962,전쟁
548,오! 브라더스,8.22,코미디,0,코미디
549,오! 수정,6.98,"드라마, 멜로/로맨스",0,멜로/로맨스
550,오! 해피데이,6.53,"코미디, 멜로/로맨스",0,로맨틱코미디
551,오 꿈의 나라,0.0,90분,0,90분
552,오로라 공주,8.15,"범죄, 스릴러",830538,범죄
553,오싹한 연애,8.54,"멜로/로맨스, 공포",3009406,멜로/로맨스
554,오아시스,9.2,드라마,0,드라마
555,옥자,8.77,"모험, 액션, 드라마",322663,모험
556,올가미,8.53,스릴러,0,스릴러
557,올드마린보이,8.89,다큐멘터리,10820,다큐멘터리
558,올드보이,10.0,"드라마, 미스터리",0,미스터리
559,와니와준하,8.62,"멜로/로맨스, 드라마",0,멜로/로맨스
560,와이키키 브라더스,9.5,드라마,0,드라마
561,와일드 카드,8.89,"액션, 스릴러, 범죄",0,액션
562,완득이,8.78,드라마,5311353,드라마
563,완벽한 파트너,6.88,코미디,90370,코미디
564,왕의 남자,9.03,드라마,10513976,드라마
565,용가리,6.03,"모험, 액션, 판타지",0,모험
566,용서받지 못한 자,9.09,드라마,10790,드라마
567,용의자,8.27,"액션, 드라마",4131963,액션
568,용의자X,7.65,미스터리,1552055,미스터리
569,우는 남자,6.79,"액션, 드라마",603093,액션
570,우뢰매,9.15,액션,0,액션
571,우리들,9.21,드라마,50625,드라마
572,우리들의 일그러진 영웅,9.3,드라마,0,드라마
573,우리들의 행복한 시간,8.7,드라마,2472160,드라마
574,우리 생애 최고의 순간,8.58,드라마,4018872,드라마
575,우리에게 내일은 없다,0.0,"범죄, 드라마",0,범죄
576,우리 이웃의 범죄,6.85,"범죄, 드라마",4213,범죄
577,우리 형,8.39,드라마,1778607,드라마
578,우아한 거짓말,8.23,드라마,1619983,드라마
579,우아한 세계,8.34,"범죄, 느와르, 액션",960658,범죄
580,우주괴인 왕마귀,0.0,"공포, SF",0,공포
581,우주의 크리스마스,7.88,"드라마, 판타지",2132,판타지
582,울지 않으리,0.0,1974.09.28. 개봉,0,1974.09.28. 개봉
583,울학교 이티,8.99,"코미디, 드라마",652178,코미디
584,워낭소리,8.67,"다큐멘터리, 가족",2934883,다큐멘터리
585,원스 어폰 어 타임,7.99,"코미디, 액션",1544486,코미디
586,월하의 맹서,0.0,1923.04.09. 개봉,0,1923.04.09. 개봉
587,웨딩드레스,9.09,드라마,143458,드라마
588,웰컴 투 동막골,8.89,"드라마, 전쟁",6436900,전쟁
589,위대한 소원,8.2,"코미디, 드라마",308457,코미디
590,위대한 유산,7.75,"멜로/로맨스, 코미디",0,로맨틱코미디
591,유감스러운 도시,5.97,"액션, 범죄, 코미디",1532632,액션
592,유령,7.18,스릴러,0,스릴러
593,유리정원,8.22,"미스터리, 드라마",22752,미스터리
594,육체의 약속,0.0,멜로/로맨스,0,멜로/로맨스
595,육혈포 강도단,7.56,"범죄, 코미디",1214237,범죄
596,은교,7.07,멜로/로맨스,1346511,멜로/로맨스
597,은밀하게 위대하게,7.12,"액션, 드라마, 코미디",6959083,액션
598,은하해방전선,8.88,"코미디, 멜로/로맨스",5228,로맨틱코미디
599,은행나무 침대,7.81,"드라마, 멜로/로맨스",0,멜로/로맨스
600,의뢰인,8.07,"드라마, 스릴러",2393103,스릴러
601,의형제,8.86,"액션, 드라마",5416923,액션
602,이것이 우리의 끝이다,7.48,드라마,2926,드라마
603,이끼,7.09,"드라마, 범죄",3350311,범죄
604,이리,5.13,드라마,2241,드라마
605,이별계약,8.33,"드라마, 멜로/로맨스",18343,멜로/로맨스
606,이웃사람,7.52,스릴러,2434435,스릴러
607,이웃집 좀비,5.72,"공포, 코미디, 드라마",2807,공포
608,이장과 군수,7.17,코미디,1179661,코미디
609,이중간첩,7.8,"드라마, 스릴러, 범죄",0,스릴러
610,이층의 악당,8.05,"코미디, 범죄",596864,코미디
611,이태원 살인 사건,5.9,"미스터리, 범죄",531023,미스터리
612,인디안 썸머,8.32,멜로/로맨스,0,멜로/로맨스
613,인류멸망보고서,4.85,"SF, 판타지",97916,SF
614,인정사정 볼 것 없다,8.59,"드라마, 액션",0,액션
615,인천상륙작전,8.55,"전쟁, 드라마",7051237,전쟁
616,인사동 스캔들,7.99,"범죄, 액션, 드라마",1187684,범죄
617,인어공주,9.22,"애니메이션, 가족",0,애니메이션
618,인터뷰,6.24,"드라마, 멜로/로맨스",0,멜로/로맨스
619,임금님의 사건수첩,8.05,"코미디, 모험, 액션",1635003,코미디
620,일대일,6.76,드라마,10142,드라마
621,일진,0.0,액션,0,액션
622,자녀목,0.0,드라마,0,드라마
623,자백,9.6,다큐멘터리,144372,다큐멘터리
624,자카르타,7.0,"범죄, 드라마, 코미디",0,범죄
625,자칼이 온다,6.3,"코미디, 드라마",210278,코미디
626,작전,8.61,"범죄, 스릴러, 코미디",1517096,범죄
627,잘 살아보세,5.52,"코미디, 드라마",236799,코미디
628,잘 알지도 못하면서,7.8,드라마,39984,드라마
629,잠복근무,7.52,"코미디, 액션",1533225,코미디
630,장군의 아들,8.69,"액션, 드라마",0,액션
631,"장화, 홍련",10.0,"공포, 스릴러",0,"공포, 스릴러"
632,재밌는 영화,6.66,코미디,0,코미디
633,재심,8.7,드라마,2421197,드라마
634,적도의 꽃,0.0,"드라마, 멜로/로맨스",0,멜로/로맨스
635,전국 노래자랑,8.0,코미디,978413,코미디
636,전설의 고향,4.52,공포,352518,공포
637,전설의 주먹,7.57,"액션, 드라마",1744585,액션
638,전우치,8.19,"액션, 코미디, 모험",6065474,액션
639,접속,9.0,"멜로/로맨스, 드라마",0,멜로/로맨스
640,젓가락,3.7,코미디,480,코미디
641,정글쥬스,6.34,"코미디, 모험",0,코미디
642,"제니, 주노",3.62,"코미디, 드라마",216516,코미디
643,제보자,8.31,드라마,1755181,드라마
644,제5의 사나이,0.0,드라마,0,드라마
645,젝스키스 에이틴,9.04,다큐멘터리,50419,다큐멘터리
646,조선마술사,6.87,드라마,627586,드라마
647,조선명탐정: 각시투구꽃의 비밀,8.12,"코미디, 미스터리",4786259,코미디
648,조선명탐정: 사라진 놉의 딸,8.07,"코미디, 모험",3872015,코미디
649,조선명탐정: 흡혈괴마의 비밀,7.52,"모험, 코미디",2444145,모험
650,조선미녀삼총사,5.65,"코미디, 액션, 드라마",480361,코미디
651,조용한 가족,7.95,"코미디, 스릴러, 범죄",0,코미디
652,조작된 도시,8.56,"액션, 범죄",2515590,액션
653,조폭 마누라,6.29,"코미디, 액션",0,코미디
654,족보,0.0,드라마,0,드라마
655,족구왕,8.96,"드라마, 코미디",47580,코미디
656,"좋은 놈, 나쁜 놈, 이상한 놈",7.74,"액션, 코미디, 모험",6686075,액션
657,주글래 살래,5.44,"코미디, 액션",0,코미디
658,주먹이 운다,8.9,"드라마, 액션",1462972,액션
659,주유소 습격사건,8.3,"코미디, 범죄, 액션",0,코미디
660,주홍글씨,5.45,"스릴러, 멜로/로맨스",1030623,스릴러
661,죽거나 혹은 나쁘거나,8.5,"드라마, 액션",0,액션
662,죽여주는 여자,8.44,드라마,121452,드라마
663,죽음보다 깊은 잠,0.0,"드라마, 멜로/로맨스",0,멜로/로맨스
664,중독노래방,7.3,"미스터리, 판타지",8916,미스터리
665,중천,5.61,"판타지, 액션, 드라마",1421412,판타지
666,즐거운 인생,9.14,코미디,1202719,코미디
667,증발(영화),0.0,"범죄, 미스터리",0,미스터리
668,지구를 지켜라,8.86,"SF, 스릴러",0,SF
669,지금은맞고그때는틀리다,8.43,드라마,80734,드라마
670,지금 만나러 갑니다,8.98,멜로/로맨스,2602273,멜로/로맨스
671,지슬: 끝나지 않은 세월 2,9.2,드라마,145398,드라마
672,직지코드,8.57,다큐멘터리,10639,다큐멘터리
673,진아의 벌레먹은 장미,0.0,1982.10.09. 개봉,0,1982.10.09. 개봉
674,집으로...,10.0,"드라마, 가족",0,드라마
675,집으로 가는 길,8.82,드라마,1854711,드라마
676,집행자,7.5,드라마,393019,드라마
677,짝패,7.93,액션,1021638,액션
678,짱,7.42,"드라마, 코미디",0,코미디
679,찌라시: 위험한 소문,7.55,"드라마, 범죄",1221420,범죄
680,찍히면 죽는다,4.04,"공포, 스릴러",0,"공포, 스릴러"
681,차우,7.58,"모험, 스릴러, 공포",1778843,모험
682,차이나 타운,7.58,"범죄, 드라마",1472147,범죄
683,차형사,7.45,코미디,1346754,코미디
684,창공으로,6.9,드라마,25,드라마
685,챔피언(영화),7.47,드라마,1128784,드라마
686,챔피언 마빡이,7.2,"코미디, 가족",6825,코미디
687,천국의 계단(영화),0.0,"드라마, 멜로/로맨스",0,멜로/로맨스
688,천국의 우편배달부,8.61,"판타지, 멜로/로맨스",95060,판타지
689,천군,7.24,"SF, 코미디, 액션",933147,SF
690,천안함 프로젝트,4.35,다큐멘터리,21321,다큐멘터리
691,천하장사 마돈나,8.13,"코미디, 드라마",575381,코미디
692,철암계곡의 혈투,6.06,액션,1002,액션
693,청년경찰,9.03,액션,5653444,액션
694,청담보살,6.03,코미디,1308810,코미디
695,청연,7.59,드라마,496061,드라마
696,체인지,8.17,코미디,0,코미디
697,체포왕,7.72,코미디,870887,코미디
698,초능력자,6.69,"SF, 스릴러, 액션",2130645,SF
699,초록물고기,8.81,"드라마, 느와르",0,느와르
700,초인,8.44,멜로/로맨스,6811,멜로/로맨스
701,최강 로맨스,7.11,"코미디, 멜로/로맨스",1190703,로맨틱코미디
702,최악의 하루,8.48,멜로/로맨스,81304,멜로/로맨스
703,최종병기 활,7.87,"액션, 전쟁",7482180,액션
704,최후의 증인,8.87,"전쟁, 미스터리",0,전쟁
705,추격자,9.09,"범죄, 스릴러, 액션",5046096,범죄
706,춘몽,8.52,가족,14736,가족
707,춘향뎐,7.16,"드라마, 멜로/로맨스",0,멜로/로맨스
708,출국,9.32,드라마,81880,드라마
709,치외법권,7.21,액션,346483,액션
710,친구,6.21,"느와르, 액션",2971475,느와르
711,친구2,6.21,"느와르, 액션",2971475,느와르
712,친절한 금자씨,7.47,"스릴러, 드라마",3122056,스릴러
713,카운트 다운,7.38,"액션, 드라마",471547,액션
714,카트,8.61,드라마,814676,드라마
715,카페 느와르,5.53,"드라마, 멜로/로맨스",7532,멜로/로맨스
716,코리아,8.55,드라마,1872682,드라마
717,쿼바디스,9.06,드라마,0,드라마
718,퀵,7.86,액션,3125069,액션
719,크로싱,9.02,드라마,898000,드라마
720,클래식,9.79,"멜로/로맨스, 드라마",0,멜로/로맨스
721,클레멘타인,9.35,"액션, 드라마",3562,액션
722,키다리 아저씨,7.36,"드라마, 멜로/로맨스",440850,멜로/로맨스
723,킬리만자로,8.07,"드라마, 범죄, 액션",0,범죄
724,킬러들의 수다,8.28,"액션, 드라마, 코미디",0,액션
725,킹콩을 들다,9.23,드라마,1262858,드라마
726,타워,8.03,드라마,5181228,드라마
727,타짜,6.81,"범죄, 드라마",2229281,범죄
728,타짜: 신의 손,7.76,드라마,4015364,드라마
729,타짜: 원 아이드 잭,6.81,"범죄, 드라마",2229281,범죄
730,타투,4.3,스릴러,12103,스릴러
731,탐정: 더 비기닝,8.62,"코미디, 범죄",2625686,코미디
732,탐정: 리턴즈,8.99,"코미디, 범죄",3152895,코미디
733,탐정 홍길동: 사라진 마을,8.24,"드라마, 액션",1430960,액션
734,터널,8.63,드라마,7120780,드라마
735,터널 3D,5.93,"공포, 스릴러",81008,"공포, 스릴러"
736,태,0.0,1986.03.22. 개봉,0,1986.03.22. 개봉
737,태극기 휘날리며,9.19,"전쟁, 드라마, 액션",11746135,전쟁
738,태백산맥,7.66,"전쟁, 드라마",0,전쟁
739,태풍,6.11,", ",3471150,
740,택시운전사,9.28,"드라마, 가족",12189654,드라마
741,톱스타,7.38,드라마,175153,드라마
742,퇴마록,0.0,"미스터리, 액션",0,미스터리
743,투 가이즈,7.8,코미디,568230,코미디
744,투명인간,0.0,"드라마, 공포, SF",0,공포
745,투캅스,7.86,"코미디, 범죄",0,코미디
746,투혼,7.93,드라마,210970,드라마
747,튜브,8.0,액션,0,액션
748,트럭,6.91,"스릴러, 범죄",550195,스릴러
749,트릭,6.4,"드라마, 서스펜스",38129,서스펜스
750,트윈스터즈,9.15,"다큐멘터리, 가족",15153,다큐멘터리
751,특별수사: 사형수의 편지,8.54,"범죄, 드라마",1243065,범죄
752,특별시민,7.74,드라마,1362634,드라마
753,특종: 량첸살인기,7.97,스릴러,616608,스릴러
754,티끌모아 로맨스,7.52,"멜로/로맨스, 코미디",424002,로맨틱코미디
755,타클라마칸,6.72,범죄,840,범죄
756,파괴된 사나이(영화),7.71,"스릴러, 드라마",1012310,스릴러
757,파란나비효과,9.5,다큐멘터리,5259,다큐멘터리
758,파송송 계란탁,7.3,"코미디, 드라마",1003026,코미디
759,파수꾼(영화),9.5,드라마,26020,드라마
760,파울볼,9.34,다큐멘터리,31137,다큐멘터리
761,파이란,9.07,"멜로/로맨스, 드라마",0,멜로/로맨스
762,파파로티,8.28,드라마,1716438,드라마
763,파업전야,9.0,드라마,0,드라마
764,판도라,8.78,"드라마, 스릴러",4585116,스릴러
765,팔도강산,0.0,1967. 개봉,0,1967. 개봉
766,패션왕,6.79,"드라마, 코미디",594876,코미디
767,퍼펙트 게임,8.94,드라마,1507084,드라마
768,페이스메이커,8.83,드라마,467697,드라마
769,편지,8.42,"드라마, 멜로/로맨스",0,멜로/로맨스
770,평양성,7.77,"코미디, 전쟁",1717566,코미디
771,평화의 시대,4.85,"판타지, SF, 가족",0,판타지
772,포화속으로,8.23,"전쟁, 드라마",3330326,전쟁
773,폭력의 씨앗,8.55,드라마,1905,드라마
774,폭력써클,7.17,"액션, 드라마",24682,액션
775,폭풍전야,6.74,멜로/로맨스,51760,멜로/로맨스
776,표적,8.07,"액션, 드라마",2841884,액션
777,푸른소금,7.07,드라마,771699,드라마
778,품행제로,8.4,"코미디, 멜로/로맨스",0,로맨틱코미디
779,프리즌,8.25,"범죄, 액션",2931897,범죄
780,플란다스의 개,8.25,"드라마, 코미디",0,코미디
781,플랜맨,8.67,코미디,635744,코미디
782,피끓는 청춘,7.53,"코미디, 멜로/로맨스",1676040,로맨틱코미디
783,피도 눈물도 없이,7.91,"드라마, 액션, 느와르",0,액션
784,피아골,0.0,"전쟁, 드라마",0,전쟁
785,하루,7.69,스릴러,1129609,스릴러
786,하류인생,7.1,드라마,224856,드라마
787,하면 된다,7.65,코미디,0,코미디
788,하모니,9.05,드라마,3018154,드라마
789,하얀전쟁,8.91,"전쟁, 공포",0,전쟁
790,하울링,6.77,"범죄, 드라마",1612554,범죄
791,하이힐,7.75,"느와르, 액션",343487,느와르
792,하피,2.91,"공포, 코미디",0,공포
793,하하하,8.63,"드라마, 코미디",57035,코미디
794,한공주,8.57,드라마,225839,드라마
795,한반도,6.36,"드라마, 액션, 스릴러",3331593,액션
796,할렐루야,8.32,코미디,0,코미디
797,함정,6.59,"스릴러, 범죄",257996,스릴러
798,해가 서쪽에서 뜬다면,8.6,"드라마, 멜로/로맨스",0,멜로/로맨스
799,해무,7.25,드라마,1475091,드라마
800,해바라기,9.22,"액션, 드라마",1305024,액션
801,해빙,6.63,스릴러,1204623,스릴러
802,해안선,6.88,드라마,0,드라마
803,해어화,8.23,드라마,485695,드라마
804,해운대,7.46,"모험, 드라마",11324958,모험
805,해적: 바다로 간 산적,8.51,"모험, 액션",8666208,모험
806,해피 엔드,8.25,스릴러,0,스릴러
807,핸드폰,7.25,스릴러,622486,스릴러
808,행복,7.88,"드라마, 멜로/로맨스",1174495,멜로/로맨스
809,행복은 성적순이 아니잖아요,8.61,드라마,0,드라마
810,허삼관,7.61,드라마,956103,드라마
811,허풍,5.45,"코미디, 판타지",656,코미디
812,헬로우 고스트,8.87,코미디,3019960,코미디
813,헬머니,7.52,코미디,523871,코미디
814,혈의 누,7.93,"범죄, 스릴러",1926681,범죄
815,"협녀, 칼의 기억",6.01,액션,431310,액션
816,협상,8.16,범죄,1967149,범죄
817,형,8.92,"코미디, 드라마",2982514,코미디
818,형사 DUELIST,8.5,"액션, 느와르",922680,느와르
819,호로비츠를 위하여,9.1,드라마,462623,드라마
820,혼숨,6.25,공포,288016,공포
821,홀리데이,8.67,"범죄, 드라마",1257399,범죄
822,화려한 휴가,7.5,드라마,6855433,드라마
823,화산고,7.04,"액션, 코미디, 판타지",0,액션
824,화이: 괴물을 삼킨 아이,7.83,"액션, 스릴러",2394487,스릴러
825,화차,9.0,미스터리,2436884,미스터리
826,환절기,8.6,드라마,6605,드라마
827,황산벌,7.54,"코미디, 전쟁",0,코미디
828,황제를 위하여,6.24,"액션, 느와르",591502,느와르
829,황진이,5.32,드라마,1191810,드라마
830,황해,7.89,"범죄, 스릴러",2260512,범죄
831,회사원,6.5,"액션, 드라마",1110523,액션
832,효자동 이발사,7.49,"드라마, 코미디",748380,코미디
833,후궁: 제왕의 첩,6.89,"멜로/로맨스, 드라마",2636385,멜로/로맨스
834,후아유,8.72,멜로/로맨스,0,멜로/로맨스
835,희생부활자,6.62,"미스터리, 스릴러",323628,스릴러
836,히말라야,8.67,드라마,7759711,드라마
837,히어로,6.16,"드라마, 코미디",23841,코미디
838,B급 며느리,9.03,다큐멘터리,20085,다큐멘터리
839,B형 남자친구,4.88,"멜로/로맨스, 코미디",1174581,로맨틱코미디
840,GP506,7.04,미스터리,936945,미스터리
841,H,6.65,"미스터리, 스릴러",0,스릴러
842,M,5.95,"미스터리, 멜로/로맨스",428717,미스터리
843,O양의 아파트,0.0,드라마,0,드라마
844,R2B: 리턴 투 베이스,7.5,"액션, 드라마",1201944,액션
845,S 다이어리,5.42,코미디,1098583,코미디
846,YMCA 야구단,7.16,"코미디, 드라마",0,코미디
